trip_id,stop_sequence,stop_id,arrival_time,departure_time
MSC 2021,4,PRD,19:47:00,19:47:00
MSC 2021,5,DLR,19:50:00,19:50:00
MSC 2021,6,VTC,19:54:00,19:54:00
MSC 2021,7,SAN,19:56:00,19:56:00
MSC 2021,8,PC,19:59:00,19:59:00
MSC 2021,9,PD,20:03:00,20:03:00
MSC 2021,10,SA,20:07:00,20:07:00
MSC 2021,11,SPÑ,20:12:00,20:12:00
MSC 2021,12,LLN,20:15:00,20:15:00
MSC 2021,13,BLU,20:19:00,20:19:00
MSC 2021,14,TU,20:24:00,20:24:00
MSC 2051,1,AA,19:42:00,19:42:00
MSC 2051,2,SU,19:51:00,19:51:00
MSC 2051,3,BIC,20:00:00,20:00:00
MSC 2051,4,FTI,20:05:00,20:05:00
MSC 2051,5,NIC,20:09:00,20:09:00
MSC 2051,6,EDS,20:14:00,20:14:00
MSC 2051,7,PRD,20:17:00,20:17:00
MSC 2051,8,DLR,20:20:00,20:20:00
MSC 2051,9,VTC,20:24:00,20:24:00
MSC 2051,10,SAN,20:26:00,20:26:00
MSC 2051,11,PC,20:29:00,20:29:00
MSC 2051,12,PD,20:33:00,20:33:00
MSC 2051,13,SA,20:37:00,20:37:00
MSC 2051,14,SPÑ,20:42:00,20:42:00
MSC 2051,15,LLN,20:45:00,20:45:00
MSC 2051,16,BLU,20:49:00,20:49:00
MSC 2051,17,TU,20:54:00,20:54:00
MSC 2321,1,CO,20:29:00,20:29:00
MSC 2321,2,LB,20:36:00,20:36:00
MSC 2321,3,MS,20:43:00,20:43:00
MSC 2321,4,OL,20:49:00,20:49:00
MSC 2321,5,LA,20:59:00,20:59:00
MSC 2111,1,FTI,20:25:00,20:25:00
MSC 2111,2,NIC,20:29:00,20:29:00
MSC 2111,3,EDS,20:34:00,20:34:00
MSC 2111,4,PRD,20:37:00,20:37:00
MSC 2111,5,DLR,20:40:00,20:40:00
MSC 2111,6,VTC,20:44:00,20:44:00
MSC 2111,7,SAN,20:46:00,20:46:00
MSC 2111,8,PC,20:49:00,20:49:00
MSC 2111,9,PD,20:53:00,20:53:00
MSC 2111,10,SA,20:57:00,20:57:00
MSC 2111,11,SPÑ,21:02:00,21:02:00
MSC 2111,12,LLN,21:05:00,21:05:00
MSC 2111,13,BLU,21:09:00,21:09:00
MSC 2111,14,TU,21:14:00,21:14:00
MSC 2251,1,FTI,22:05:00,22:05:00
MSC 2251,2,NIC,22:09:00,22:09:00
MSC 2251,3,EDS,22:14:00,22:14:00
MSC 2251,4,PRD,22:17:00,22:17:00
MSC 2251,5,DLR,22:20:00,22:20:00
MSC 2251,6,VTC,22:24:00,22:24:00
MSC 2251,7,SAN,22:26:00,22:26:00
MSC 2251,8,PC,22:29:00,22:29:00
MSC 2251,9,PD,22:33:00,22:33:00
MSC 2251,10,SA,22:37:00,22:37:00
MSC 2251,11,SPÑ,22:42:00,22:42:00
MSC 2251,12,LLN,22:45:00,22:45:00
MSC 2251,13,BLU,22:49:00,22:49:00
MSC 2251,14,TU,22:54:00,22:54:00
MSC 218,1,LA,04:33:00,04:33:00
MSC 218,2,OL,04:43:00,04:43:00
MSC 218,3,MS,04:49:00,04:49:00
MSC 218,4,LB,04:56:00,04:56:00
MSC 218,5,CO,05:03:00,05:03:00
MSC 218,6,IRRI,05:09:00,05:09:00
MNC 448,1,SGDN,04:35:00,04:35:00
MNC 448,2,AST,04:38:00,04:38:00
MNC 448,3,C3,04:41:00,04:41:00
MNC 448,4,SOL,04:46:00,04:46:00
MNC 448,5,BLU,04:52:00,04:52:00
MNC 448,6,LLN,04:56:00,04:56:00
MNC 448,7,SPÑ,04:59:00,04:59:00
MNC 448,8,SA,05:04:00,05:04:00
MNC 448,9,PD,05:08:00,05:08:00
MNC 448,10,PC,05:12:00,05:12:00
MNC 448,11,SAN,05:15:00,05:15:00
MNC 448,12,VTC,05:17:00,05:17:00
MNC 448,13,DLR,05:21:00,05:21:00
MNC 448,14,PRD,05:24:00,05:24:00
MNC 448,15,EDS,05:27:00,05:27:00
MNC 448,16,NIC,05:32:00,05:32:00
MNC 448,17,FTI,05:36:00,05:36:00
MNC 448,18,BIC,05:40:00,05:40:00
MSC 518,1,TU,05:16:00,05:16:00
MSC 518,2,BLU,05:22:00,05:22:00
MSC 518,3,LLN,05:26:00,05:26:00
MSC 518,4,SPÑ,05:29:00,05:29:00
MSC 518,5,SA,05:34:00,05:34:00
MSC 518,6,PD,05:38:00,05:38:00
MSC 518,7,PC,05:42:00,05:42:00
MSC 518,8,SAN,05:45:00,05:45:00
MSC 518,9,VTC,05:47:00,05:47:00
MSC 518,10,DLR,05:51:00,05:51:00
MSC 518,11,PRD,05:54:00,05:54:00
MSC 518,12,EDS,05:57:00,05:57:00
MSC 518,13,NIC,06:02:00,06:02:00
MSC 518,14,FTI,06:06:00,06:06:00
MSC 518,15,BIC,06:11:00,06:11:00
MSC 518,16,SU,06:20:00,06:20:00
MSC 518,17,AA,06:28:00,06:28:00
MSC 548,1,TU,05:46:00,05:46:00
MSC 548,2,BLU,05:52:00,05:52:00
MSC 548,3,LLN,05:56:00,05:56:00
MSC 548,4,SPÑ,05:59:00,05:59:00
MSC 548,5,SA,06:04:00,06:04:00
MSC 548,6,PD,06:08:00,06:08:00
MSC 548,7,PC,06:12:00,06:12:00
MSC 548,8,SAN,06:15:00,06:15:00
MSC 548,9,VTC,06:17:00,06:17:00
MSC 548,10,DLR,06:21:00,06:21:00
MSC 548,11,PRD,06:24:00,06:24:00
MSC 548,12,EDS,06:27:00,06:27:00
MSC 548,13,NIC,06:32:00,06:32:00
MSC 548,14,FTI,06:36:00,06:36:00
MSC 338,1,LA,06:03:00,06:03:00
MSC 338,2,OL,06:13:00,06:13:00
MSC 338,3,MS,06:19:00,06:19:00
MSC 338,4,LB,06:26:00,06:26:00
MSC 338,5,CO,06:33:00,06:33:00
MSC 338,6,IRRI,06:39:00,06:39:00
MNC 618,1,SGDN,06:05:00,06:05:00
MNC 618,2,AST,06:08:00,06:08:00
MNC 618,3,C3,06:11:00,06:11:00
MNC 618,4,SOL,06:16:00,06:16:00
MNC 618,5,BLU,06:22:00,06:22:00
MNC 618,6,LLN,06:26:00,06:26:00
MNC 618,7,SPÑ,06:29:00,06:29:00
MNC 618,8,SA,06:34:00,06:34:00
MNC 618,9,PD,06:38:00,06:38:00
MNC 618,10,PC,06:42:00,06:42:00
MNC 618,11,SAN,06:45:00,06:45:00
MNC 618,12,VTC,06:47:00,06:47:00
MNC 618,13,DLR,06:51:00,06:51:00
MNC 618,14,PRD,06:54:00,06:54:00
MNC 618,15,EDS,06:57:00,06:57:00
MNC 618,16,NIC,07:02:00,07:02:00
MNC 618,17,FTI,07:06:00,07:06:00
MNC 618,18,BIC,07:10:00,07:10:00
MSC 648,1,TU,06:46:00,06:46:00
MSC 648,2,BLU,06:52:00,06:52:00
MSC 648,3,LLN,06:56:00,06:56:00
MSC 648,4,SPÑ,06:59:00,06:59:00
MSC 648,5,SA,07:04:00,07:04:00
MSC 648,6,PD,07:08:00,07:08:00
MSC 648,7,PC,07:12:00,07:12:00
MSC 648,8,SAN,07:15:00,07:15:00
MSC 648,9,VTC,07:17:00,07:17:00
MSC 648,10,DLR,07:21:00,07:21:00
MSC 648,11,PRD,07:24:00,07:24:00
MSC 648,12,EDS,07:27:00,07:27:00
MSC 648,13,NIC,07:32:00,07:32:00
MSC 648,14,FTI,07:36:00,07:36:00
MSC 648,15,BIC,07:41:00,07:41:00
MSC 648,16,SU,07:50:00,07:50:00
MSC 648,17,AA,07:58:00,07:58:00
MSC 708,1,TU,07:06:00,07:06:00
MSC 708,2,BLU,07:12:00,07:12:00
MSC 708,3,LLN,07:16:00,07:16:00
MSC 708,4,SPÑ,07:19:00,07:19:00
MSC 708,5,SA,07:24:00,07:24:00
MSC 708,6,PD,07:28:00,07:28:00
MSC 708,7,PC,07:32:00,07:32:00
MSC 708,8,SAN,07:35:00,07:35:00
MSC 708,9,VTC,07:37:00,07:37:00
MSC 708,10,DLR,07:41:00,07:41:00
MSC 708,11,PRD,07:44:00,07:44:00
MSC 708,12,EDS,07:47:00,07:47:00
MSC 708,13,NIC,07:52:00,07:52:00
MSC 708,14,FTI,07:56:00,07:56:00
MNC 728,1,SGDN,07:15:00,07:15:00
MNC 728,2,AST,07:18:00,07:18:00
MNC 728,3,C3,07:21:00,07:21:00
MNC 728,4,SOL,07:26:00,07:26:00
MNC 728,5,BLU,07:32:00,07:32:00
MNC 728,6,LLN,07:36:00,07:36:00
MNC 728,7,SPÑ,07:39:00,07:39:00
MNC 728,8,SA,07:44:00,07:44:00
MNC 728,9,PD,07:48:00,07:48:00
MNC 728,10,PC,07:52:00,07:52:00
MNC 728,11,SAN,07:55:00,07:55:00
MNC 728,12,VTC,07:57:00,07:57:00
MNC 728,13,DLR,08:01:00,08:01:00
MNC 728,14,PRD,08:04:00,08:04:00
MNC 728,15,EDS,08:07:00,08:07:00
MNC 728,16,NIC,08:12:00,08:12:00
MNC 728,17,FTI,08:16:00,08:16:00
MNC 728,18,BIC,08:20:00,08:20:00
MSC 738,1,AA,08:49:00,08:49:00
MSC 738,2,MP,09:00:00,09:00:00
MSC 738,3,SPL,09:11:00,09:11:00
MSC 738,4,ÑA,09:26:00,09:26:00
MSC 738,5,SRL,09:34:00,09:34:00
MSC 738,6,AO,09:41:00,09:41:00
MSC 738,7,TD,09:52:00,09:52:00
MSC 738,8,LA,10:03:00,10:03:00
MSC 738,9,OL,10:13:00,10:13:00
MSC 738,10,MS,10:19:00,10:19:00
MSC 738,11,LB,10:26:00,10:26:00
MSC 738,12,CO,10:33:00,10:33:00
MSC 738,13,IRRI,10:39:00,10:39:00
MSC 758,1,TU,07:56:00,07:56:00
MSC 758,2,BLU,08:02:00,08:02:00
MSC 758,3,LLN,08:06:00,08:06:00
MSC 758,4,SPÑ,08:09:00,08:09:00
MSC 758,5,SA,08:14:00,08:14:00
MSC 758,6,PD,08:18:00,08:18:00
MSC 758,7,PC,08:22:00,08:22:00
MSC 758,8,SAN,08:25:00,08:25:00
MSC 758,9,VTC,08:27:00,08:27:00
MSC 758,10,DLR,08:31:00,08:31:00
MSC 758,11,PRD,08:34:00,08:34:00
MSC 758,12,EDS,08:37:00,08:37:00
MSC 758,13,NIC,08:42:00,08:42:00
MSC 758,14,FTI,08:46:00,08:46:00
MSC 758,15,BIC,08:51:00,08:51:00
MSC 758,16,SU,09:00:00,09:00:00
MSC 758,17,AA,09:08:00,09:08:00
MSC 828,1,TU,08:26:00,08:26:00
MSC 828,2,BLU,08:32:00,08:32:00
MSC 828,3,LLN,08:36:00,08:36:00
MSC 828,4,SPÑ,08:39:00,08:39:00
MSC 828,5,SA,08:44:00,08:44:00
MSC 828,6,PD,08:48:00,08:48:00
MSC 828,7,PC,08:52:00,08:52:00
MSC 828,8,SAN,08:55:00,08:55:00
MSC 828,9,VTC,08:57:00,08:57:00
MSC 828,10,DLR,09:01:00,09:01:00
MSC 828,11,PRD,09:04:00,09:04:00
MSC 828,12,EDS,09:07:00,09:07:00
MSC 828,13,NIC,09:12:00,09:12:00
MSC 828,14,FTI,09:16:00,09:16:00
MNC 858,1,SGDN,08:45:00,08:45:00
MNC 858,2,AST,08:48:00,08:48:00
MNC 858,3,C3,08:51:00,08:51:00
MNC 858,4,SOL,08:56:00,08:56:00
MNC 858,5,BLU,09:02:00,09:02:00
MNC 858,6,LLN,09:06:00,09:06:00
MNC 858,7,SPÑ,09:09:00,09:09:00
MNC 858,8,SA,09:14:00,09:14:00
MNC 858,9,PD,09:18:00,09:18:00
MNC 858,10,PC,09:22:00,09:22:00
MNC 858,11,SAN,09:25:00,09:25:00
MNC 858,12,VTC,09:27:00,09:27:00
MNC 858,13,DLR,09:31:00,09:31:00
MNC 858,14,PRD,09:34:00,09:34:00
MNC 858,15,EDS,09:37:00,09:37:00
MNC 858,16,NIC,09:42:00,09:42:00
MNC 858,17,FTI,09:46:00,09:46:00
MNC 858,18,BIC,09:50:00,09:50:00
MSC 928,1,TU,09:26:00,09:26:00
MSC 928,2,BLU,09:32:00,09:32:00
MSC 928,3,LLN,09:36:00,09:36:00
MSC 928,4,SPÑ,09:39:00,09:39:00
MSC 928,5,SA,09:44:00,09:44:00
MSC 928,6,PD,09:48:00,09:48:00
MSC 928,7,PC,09:52:00,09:52:00
MSC 928,8,SAN,09:55:00,09:55:00
MSC 928,9,VTC,09:57:00,09:57:00
MSC 928,10,DLR,10:01:00,10:01:00
MSC 928,11,PRD,10:04:00,10:04:00
MSC 928,12,EDS,10:07:00,10:07:00
MSC 928,13,NIC,10:12:00,10:12:00
MSC 928,14,FTI,10:16:00,10:16:00
MSC 928,15,BIC,10:21:00,10:21:00
MSC 928,16,SU,10:30:00,10:30:00
MSC 928,17,AA,10:38:00,10:38:00
MSC 948,1,TU,09:46:00,09:46:00
MSC 948,2,BLU,09:52:00,09:52:00
MSC 948,3,LLN,09:56:00,09:56:00
MSC 948,4,SPÑ,09:59:00,09:59:00
MSC 948,5,SA,10:04:00,10:04:00
MSC 948,6,PD,10:08:00,10:08:00
MSC 948,7,PC,10:12:00,10:12:00
MSC 948,8,SAN,10:15:00,10:15:00
MSC 948,9,VTC,10:17:00,10:17:00
MSC 948,10,DLR,10:21:00,10:21:00
MSC 948,11,PRD,10:24:00,10:24:00
MSC 948,12,EDS,10:27:00,10:27:00
MSC 948,13,NIC,10:32:00,10:32:00
MSC 948,14,FTI,10:36:00,10:36:00
MNC 956,1,SGDN,09:45:00,09:45:00
MNC 956,2,AST,09:48:00,09:48:00
MNC 956,3,C3,09:51:00,09:51:00
MNC 956,4,SOL,09:56:00,09:56:00
MNC 956,5,TU,10:00:00,10:00:00
MSC 1048,1,TU,10:46:00,10:46:00
MSC 1048,2,BLU,10:52:00,10:52:00
MSC 1048,3,LLN,10:56:00,10:56:00
MSC 1048,4,SPÑ,10:59:00,10:59:00
MSC 1048,5,SA,11:04:00,11:04:00
MSC 1048,6,PD,11:08:00,11:08:00
MSC 1048,7,PC,11:12:00,11:12:00
MSC 1048,8,SAN,11:15:00,11:15:00
MSC 1048,9,VTC,11:17:00,11:17:00
MSC 1048,10,DLR,11:21:00,11:21:00
MSC 1048,11,PRD,11:24:00,11:24:00
MSC 1048,12,EDS,11:27:00,11:27:00
MSC 1048,13,NIC,11:32:00,11:32:00
MSC 1048,14,FTI,11:36:00,11:36:00
MSC 1048,15,BIC,11:41:00,11:41:00
MSC 1048,16,SU,11:50:00,11:50:00
MSC 1048,17,AA,11:58:00,11:58:00
MSC 1138,1,AA,12:49:00,12:49:00
MSC 1138,2,MP,13:00:00,13:00:00
MSC 1138,3,SPL,13:11:00,13:11:00
MSC 1138,4,ÑA,13:26:00,13:26:00
MSC 1138,5,SRL,13:34:00,13:34:00
MSC 1138,6,AO,13:41:00,13:41:00
MSC 1138,7,TD,13:52:00,13:52:00
MSC 1138,8,LA,14:03:00,14:03:00
MSC 1138,9,OL,14:13:00,14:13:00
MSC 1138,10,MS,14:19:00,14:19:00
MSC 1138,11,LB,14:26:00,14:26:00
MSC 1138,12,CO,14:33:00,14:33:00
MSC 1138,13,IRRI,14:39:00,14:39:00
MNC 1136,1,SGDN,11:25:00,11:25:00
MNC 1136,2,AST,11:28:00,11:28:00
MNC 1136,3,C3,11:31:00,11:31:00
MNC 1136,4,SOL,11:36:00,11:36:00
MNC 1136,5,TU,11:40:00,11:40:00
MSC 1148,1,TU,11:46:00,11:46:00
MSC 1148,2,BLU,11:52:00,11:52:00
MSC 1148,3,LLN,11:56:00,11:56:00
MSC 1148,4,SPÑ,11:59:00,11:59:00
MSC 1148,5,SA,12:04:00,12:04:00
MSC 1148,6,PD,12:08:00,12:08:00
MSC 1148,7,PC,12:12:00,12:12:00
MSC 1148,8,SAN,12:15:00,12:15:00
MSC 1148,9,VTC,12:17:00,12:17:00
MSC 1148,10,DLR,12:21:00,12:21:00
MSC 1148,11,PRD,12:24:00,12:24:00
MSC 1148,12,EDS,12:27:00,12:27:00
MSC 1148,13,NIC,12:32:00,12:32:00
MSC 1148,14,FTI,12:36:00,12:36:00
MSC 1148,15,BIC,12:41:00,12:41:00
MSC 1148,16,SU,12:50:00,12:50:00
MSC 1148,17,AA,12:58:00,12:58:00
MSC 1248,1,TU,12:46:00,12:46:00
MSC 1248,2,BLU,12:52:00,12:52:00
MSC 1248,3,LLN,12:56:00,12:56:00
MSC 1248,4,SPÑ,12:59:00,12:59:00
MSC 1248,5,SA,13:04:00,13:04:00
MSC 1248,6,PD,13:08:00,13:08:00
MSC 1248,7,PC,13:12:00,13:12:00
MSC 1248,8,SAN,13:15:00,13:15:00
MSC 1248,9,VTC,13:17:00,13:17:00
MSC 1248,10,DLR,13:21:00,13:21:00
MSC 1248,11,PRD,13:24:00,13:24:00
MSC 1248,12,EDS,13:27:00,13:27:00
MSC 1248,13,NIC,13:32:00,13:32:00
MSC 1248,14,FTI,13:36:00,13:36:00
MNC 1246,1,SGDN,12:35:00,12:35:00
MNC 1246,2,AST,12:38:00,12:38:00
MNC 1246,3,C3,12:41:00,12:41:00
MNC 1246,4,SOL,12:46:00,12:46:00
MNC 1246,5,TU,12:50:00,12:50:00
MSC 1328,1,TU,13:26:00,13:26:00
MSC 1328,2,BLU,13:32:00,13:32:00
MSC 1328,3,LLN,13:36:00,13:36:00
MSC 1328,4,SPÑ,13:39:00,13:39:00
MSC 1328,5,SA,13:44:00,13:44:00
MSC 1328,6,PD,13:48:00,13:48:00
MSC 1328,7,PC,13:52:00,13:52:00
MSC 1328,8,SAN,13:55:00,13:55:00
MSC 1328,9,VTC,13:57:00,13:57:00
MSC 1328,10,DLR,14:01:00,14:01:00
MSC 1328,11,PRD,14:04:00,14:04:00
MSC 1328,12,EDS,14:07:00,14:07:00
MSC 1328,13,NIC,14:12:00,14:12:00
MSC 1328,14,FTI,14:16:00,14:16:00
MSC 1328,15,BIC,14:21:00,14:21:00
MSC 1328,16,SU,14:30:00,14:30:00
MSC 1328,17,AA,14:38:00,14:38:00
MNC 1358,1,SGDN,13:45:00,13:45:00
MNC 1358,2,AST,13:48:00,13:48:00
MNC 1358,3,C3,13:51:00,13:51:00
MNC 1358,4,SOL,13:56:00,13:56:00
MNC 1358,5,BLU,14:02:00,14:02:00
MNC 1358,6,LLN,14:06:00,14:06:00
MNC 1358,7,SPÑ,14:09:00,14:09:00
MNC 1358,8,SA,14:14:00,14:14:00
MNC 1358,9,PD,14:18:00,14:18:00
MNC 1358,10,PC,14:22:00,14:22:00
MNC 1358,11,SAN,14:25:00,14:25:00
MNC 1358,12,VTC,14:27:00,14:27:00
MNC 1358,13,DLR,14:31:00,14:31:00
MNC 1358,14,PRD,14:34:00,14:34:00
MNC 1358,15,EDS,14:37:00,14:37:00
MNC 1358,16,NIC,14:42:00,14:42:00
MNC 1358,17,FTI,14:46:00,14:46:00
MNC 1358,18,BIC,14:50:00,14:50:00
MSC 1438,1,TU,14:36:00,14:36:00
MSC 1438,2,BLU,14:42:00,14:42:00
MSC 1438,3,LLN,14:46:00,14:46:00
MSC 1438,4,SPÑ,14:49:00,14:49:00
MSC 1438,5,SA,14:54:00,14:54:00
MSC 1438,6,PD,14:58:00,14:58:00
MSC 1438,7,PC,15:02:00,15:02:00
MSC 1438,8,SAN,15:05:00,15:05:00
MSC 1438,9,VTC,15:07:00,15:07:00
MSC 1438,10,DLR,15:11:00,15:11:00
MSC 1438,11,PRD,15:14:00,15:14:00
MSC 1438,12,EDS,15:17:00,15:17:00
MSC 1438,13,NIC,15:22:00,15:22:00
MSC 1438,14,FTI,15:26:00,15:26:00
MSC 1438,15,BIC,15:31:00,15:31:00
MSC 1438,16,SU,15:40:00,15:40:00
MSC 1438,17,AA,15:48:00,15:48:00
MNC 1458,1,SGDN,14:45:00,14:45:00
MNC 1458,2,AST,14:48:00,14:48:00
MNC 1458,3,C3,14:51:00,14:51:00
MNC 1458,4,SOL,14:56:00,14:56:00
MNC 1458,5,BLU,15:02:00,15:02:00
MNC 1458,6,LLN,15:06:00,15:06:00
MNC 1458,7,SPÑ,15:09:00,15:09:00
MNC 1458,8,SA,15:14:00,15:14:00
MNC 1458,9,PD,15:18:00,15:18:00
MNC 1458,10,PC,15:22:00,15:22:00
MNC 1458,11,SAN,15:25:00,15:25:00
MNC 1458,12,VTC,15:27:00,15:27:00
MNC 1458,13,DLR,15:31:00,15:31:00
MNC 1458,14,PRD,15:34:00,15:34:00
MNC 1458,15,EDS,15:37:00,15:37:00
MNC 1458,16,NIC,15:42:00,15:42:00
MNC 1458,17,FTI,15:46:00,15:46:00
MNC 1458,18,BIC,15:50:00,15:50:00
MSC 1528,1,TU,15:26:00,15:26:00
MSC 1528,2,BLU,15:32:00,15:32:00
MSC 1528,3,LLN,15:36:00,15:36:00
MSC 1528,4,SPÑ,15:39:00,15:39:00
MSC 1528,5,SA,15:44:00,15:44:00
MSC 1528,6,PD,15:48:00,15:48:00
MSC 1528,7,PC,15:52:00,15:52:00
MSC 1528,8,SAN,15:55:00,15:55:00
MSC 1528,9,VTC,15:57:00,15:57:00
MSC 1528,10,DLR,16:01:00,16:01:00
MSC 1528,11,PRD,16:04:00,16:04:00
MSC 1528,12,EDS,16:07:00,16:07:00
MSC 1528,13,NIC,16:12:00,16:12:00
MSC 1528,14,FTI,16:16:00,16:16:00
MSC 1538,1,AA,16:49:00,16:49:00
MSC 1538,2,MP,17:00:00,17:00:00
MSC 1538,3,SPL,17:11:00,17:11:00
MSC 1538,4,ÑA,17:26:00,17:26:00
MSC 1538,5,SRL,17:34:00,17:34:00
MSC 1538,6,AO,17:41:00,17:41:00
MSC 1538,7,TD,17:52:00,17:52:00
MSC 1538,8,LA,18:03:00,18:03:00
MSC 1538,9,OL,18:13:00,18:13:00
MSC 1538,10,MS,18:19:00,18:19:00
MSC 1538,11,LB,18:26:00,18:26:00
MSC 1538,12,CO,18:33:00,18:33:00
MSC 1538,13,IRRI,18:39:00,18:39:00
MSC 1548,1,TU,15:46:00,15:46:00
MSC 1548,2,BLU,15:52:00,15:52:00
MSC 1548,3,LLN,15:56:00,15:56:00
MSC 1548,4,SPÑ,15:59:00,15:59:00
MSC 1548,5,SA,16:04:00,16:04:00
MSC 1548,6,PD,16:08:00,16:08:00
MSC 1548,7,PC,16:12:00,16:12:00
MSC 1548,8,SAN,16:15:00,16:15:00
MSC 1548,9,VTC,16:17:00,16:17:00
MSC 1548,10,DLR,16:21:00,16:21:00
MSC 1548,11,PRD,16:24:00,16:24:00
MSC 1548,12,EDS,16:27:00,16:27:00
MSC 1548,13,NIC,16:32:00,16:32:00
MSC 1548,14,FTI,16:36:00,16:36:00
MSC 1548,15,BIC,16:41:00,16:41:00
MSC 1548,16,SU,16:50:00,16:50:00
MSC 1548,17,AA,16:58:00,16:58:00
MSC 1618,1,TU,16:16:00,16:16:00
MSC 1618,2,BLU,16:22:00,16:22:00
MSC 1618,3,LLN,16:26:00,16:26:00
MSC 1618,4,SPÑ,16:29:00,16:29:00
MSC 1618,5,SA,16:34:00,16:34:00
MSC 1618,6,PD,16:38:00,16:38:00
MSC 1618,7,PC,16:42:00,16:42:00
MSC 1618,8,SAN,16:45:00,16:45:00
MSC 1618,9,VTC,16:47:00,16:47:00
MSC 1618,10,DLR,16:51:00,16:51:00
MSC 1618,11,PRD,16:54:00,16:54:00
MSC 1618,12,EDS,16:57:00,16:57:00
MSC 1618,13,NIC,17:02:00,17:02:00
MSC 1618,14,FTI,17:06:00,17:06:00
MNC 1638,1,SGDN,16:25:00,16:25:00
MNC 1638,2,AST,16:28:00,16:28:00
MNC 1638,3,C3,16:31:00,16:31:00
MNC 1638,4,SOL,16:36:00,16:36:00
MNC 1638,5,BLU,16:42:00,16:42:00
MNC 1638,6,LLN,16:46:00,16:46:00
MNC 1638,7,SPÑ,16:49:00,16:49:00
MNC 1638,8,SA,16:54:00,16:54:00
MNC 1638,9,PD,16:58:00,16:58:00
MNC 1638,10,PC,17:02:00,17:02:00
MNC 1638,11,SAN,17:05:00,17:05:00
MNC 1638,12,VTC,17:07:00,17:07:00
MNC 1638,13,DLR,17:11:00,17:11:00
MNC 1638,14,PRD,17:14:00,17:14:00
MNC 1638,15,EDS,17:17:00,17:17:00
MNC 1638,16,NIC,17:22:00,17:22:00
MNC 1638,17,FTI,17:26:00,17:26:00
MNC 1638,18,BIC,17:30:00,17:30:00
MSC 1648,1,TU,16:46:00,16:46:00
MSC 1648,2,BLU,16:52:00,16:52:00
MSC 1648,3,LLN,16:56:00,16:56:00
MSC 1648,4,SPÑ,16:59:00,16:59:00
MSC 1648,5,SA,17:04:00,17:04:00
MSC 1648,6,PD,17:06:00,17:06:00
MSC 1648,7,PC,17:12:00,17:12:00
MSC 1648,8,SAN,17:15:00,17:15:00
MSC 1648,9,VTC,17:17:00,17:17:00
MSC 1648,10,DLR,17:21:00,17:21:00
MSC 1648,11,PRD,17:24:00,17:24:00
MSC 1648,12,EDS,17:27:00,17:27:00
MSC 1648,13,NIC,17:32:00,17:32:00
MSC 1648,14,FTI,17:36:00,17:36:00
MSC 1648,15,BIC,17:41:00,17:41:00
MSC 1648,16,SU,17:50:00,17:50:00
MSC 1648,17,AA,17:58:00,17:58:00
MSC 1708,1,TU,17:06:00,17:06:00
MSC 1708,2,BLU,17:12:00,17:12:00
MSC 1708,3,LLN,17:16:00,17:16:00
MSC 1708,4,SPÑ,17:19:00,17:19:00
MSC 1708,5,SA,17:24:00,17:24:00
MSC 1708,6,PD,17:28:00,17:28:00
MSC 1708,7,PC,17:32:00,17:32:00
MSC 1708,8,SAN,17:35:00,17:35:00
MSC 1708,9,VTC,17:37:00,17:37:00
MSC 1708,10,DLR,17:41:00,17:41:00
MSC 1708,11,PRD,17:44:00,17:44:00
MSC 1708,12,EDS,17:47:00,17:47:00
MSC 1708,13,NIC,17:52:00,17:52:00
MSC 1708,14,FTI,17:56:00,17:56:00
MSC 1708,15,BIC,18:01:00,18:01:00
MSC 1708,16,SU,18:10:00,18:10:00
MSC 1708,17,AA,18:19:00,18:19:00
MSC 1708,18,MP,18:30:00,18:30:00
MSC 1708,19,SPL,18:41:00,18:41:00
MSC 1708,20,ÑA,18:56:00,18:56:00
MSC 1708,21,SRL,19:04:00,19:04:00
MSC 1708,22,AO,19:11:00,19:11:00
MSC 1708,23,TD,19:22:00,19:22:00
MSC 1708,24,LA,19:33:00,19:33:00
MSC 1708,25,OL,19:43:00,19:43:00
MSC 1708,26,MS,19:49:00,19:49:00
MSC 1708,27,LB,19:56:00,19:56:00
MSC 1708,28,CO,20:03:00,20:03:00
MSC 1708,29,IRRI,20:09:00,20:09:00
MNC 1738,1,SGDN,17:25:00,17:25:00
MNC 1738,2,AST,17:28:00,17:28:00
MNC 1738,3,C3,17:31:00,17:31:00
MNC 1738,4,SOL,17:36:00,17:36:00
MNC 1738,5,BLU,17:42:00,17:42:00
MNC 1738,6,LLN,17:46:00,17:46:00
MNC 1738,7,SPÑ,17:49:00,17:49:00
MNC 1738,8,SA,17:54:00,17:54:00
MNC 1738,9,PD,17:58:00,17:58:00
MNC 1738,10,PC,18:02:00,18:02:00
MNC 1738,11,SAN,18:05:00,18:05:00
MNC 1738,12,VTC,18:07:00,18:07:00
MNC 1738,13,DLR,18:11:00,18:11:00
MNC 1738,14,PRD,18:14:00,18:14:00
MNC 1738,15,EDS,18:17:00,18:17:00
MNC 1738,16,NIC,18:22:00,18:22:00
MNC 1738,17,FTI,18:26:00,18:26:00
MNC 1738,18,BIC,18:30:00,18:30:00
MSC 1808,1,TU,18:06:00,18:06:00
MSC 1808,2,BLU,18:12:00,18:12:00
MSC 1808,3,LLN,18:16:00,18:16:00
MSC 1808,4,SPÑ,18:19:00,18:19:00
MSC 1808,5,SA,18:24:00,18:24:00
